,0,10,20,30,40,50,60,70,80
2021-08-06,44,51,101,91,87,81,50,11,1
2021-08-07,37,54,80,91,69,83,39,9,4
2021-08-08,38,45,88,74,64,67,19,6,4
2021-08-09,26,51,85,78,76,67,37,8,3
2021-08-10,40,77,149,131,108,103,53,12,11
2021-08-11,38,74,134,92,89,98,41,14,5
2021-08-12,30,41,107,92,83,84,56,12,3
2021-08-13,33,71,121,93,99,108,34,9,3
2021-08-14,37,60,114,68,98,78,39,5,2
2021-08-15,28,42,96,78,57,59,32,6,4
2021-08-16,27,37,72,85,58,70,17,5,2
2021-08-17,34,57,118,83,85,99,46,5,4
2021-08-18,35,60,139,127,110,103,53,20,9
2021-08-19,58,50,132,132,97,82,41,12,9
2021-08-20,41,70,120,120,113,96,56,8,2
2021-08-21,44,51,110,108,85,73,38,8,4
2021-08-22,36,44,83,60,83,60,26,7,2
2021-08-23,40,50,95,90,93,58,39,5,1
2021-08-24,24,64,141,108,91,94,42,11,0
2021-08-25,43,55,122,85,95,67,37,13,2
2021-08-26,42,47,130,123,103,91,36,10,4
2021-08-27,39,48,118,104,73,84,29,10,5
2021-08-28,43,47,106,97,70,62,32,11,5
2021-08-29,34,23,68,79,67,65,29,7,6
